job_id,score,heuristic_score,final_score,explanation_summary,base_score,profile_delta,role_band,title,department,team,location,enrich_status,enrich_reason,jd_text_chars,fit_signals,risk_signals,apply_url,why_top3
227ea1b3-6fc4-44ca-93db-d59373121180,62,62,62,"Final score 62 (Heuristic score 62; AI match score 0 not applied (weight 0.0)); Top reasons: pin_manager_ai_deployment(30), deployment_implementation(5); Missing required skills: —",5,45,CS_CORE,"Manager, AI Deployment - AMER",,,,,,0,fit:deployment,,https://jobs.ashbyhq.com/openai/227ea1b3-6fc4-44ca-93db-d59373121180/application,"pin_manager_ai_deployment(30), deployment_implementation(5)"
227dd1fb-d01d-462b-9e1a-4185e902860d,34,34,34,"Final score 34 (Heuristic score 34; AI match score 0 not applied (weight 0.0)); Top reasons: value_realization(7), deployment_implementation(5); Missing required skills: —",12,15,CS_CORE,"Value Realization Lead, AI Deployment and Adoption",,,,,,0,"fit:value_realization, fit:adoption, fit:deployment",,https://jobs.ashbyhq.com/openai/227dd1fb-d01d-462b-9e1a-4185e902860d/application,"value_realization(7), deployment_implementation(5)"
6bacc51d-6580-4089-93ca-7df3bce4b635,32,32,32,"Final score 32 (Heuristic score 32; AI match score 0 not applied (weight 0.0)); Top reasons: solutions_architect(6), deployment_implementation(5); Missing required skills: —",11,15,CS_CORE,"Solutions Architect, Generative AI Deployment",,,,,,0,fit:deployment,,https://jobs.ashbyhq.com/openai/6bacc51d-6580-4089-93ca-7df3bce4b635/application,"solutions_architect(6), deployment_implementation(5)"
b904267b-6320-4469-93ce-e74da6586e6a,32,32,32,"Final score 32 (Heuristic score 32; AI match score 0 not applied (weight 0.0)); Top reasons: solutions_architect(6), deployment_implementation(5); Missing required skills: —",11,15,CS_CORE,"Solutions Architect, Generative AI Deployment",,,,,,0,fit:deployment,,https://jobs.ashbyhq.com/openai/b904267b-6320-4469-93ce-e74da6586e6a/application,"solutions_architect(6), deployment_implementation(5)"
fbefd5d2-affe-47e1-9e87-d2b5de317b40,32,32,32,"Final score 32 (Heuristic score 32; AI match score 0 not applied (weight 0.0)); Top reasons: solutions_architect(6), deployment_implementation(5); Missing required skills: —",11,15,CS_CORE,"Solutions Architect, Generative AI Deployment",,,,,,0,fit:deployment,,https://jobs.ashbyhq.com/openai/fbefd5d2-affe-47e1-9e87-d2b5de317b40/application,"solutions_architect(6), deployment_implementation(5)"
346e9855-8de1-4a06-a3f2-816c2164abd3,25,25,25,Final score 25 (Heuristic score 25; AI match score 0 not applied (weight 0.0)); Top reasons: deployment_implementation(5); Missing required skills: —,5,15,CS_CORE,AI Deployment Manager - India,,,,,,0,fit:deployment,,https://jobs.ashbyhq.com/openai/346e9855-8de1-4a06-a3f2-816c2164abd3/application,deployment_implementation(5)
4a8e32c9-df57-4ed3-b05e-d0a03a069ca6,25,25,25,Final score 25 (Heuristic score 25; AI match score 0 not applied (weight 0.0)); Top reasons: deployment_implementation(5); Missing required skills: —,5,15,CS_CORE,AI Deployment Manager - Sydney,,,,,,0,fit:deployment,,https://jobs.ashbyhq.com/openai/4a8e32c9-df57-4ed3-b05e-d0a03a069ca6/application,deployment_implementation(5)
ab5cee1d-8807-4a8f-9f58-1855a04003b7,21,21,21,Final score 21 (Heuristic score 21; AI match score 0 not applied (weight 0.0)); Top reasons: program_manager(2); Missing required skills: —,2,15,CS_CORE,"Technical Program Manager, Support Delivery",,,,,,0,,,https://jobs.ashbyhq.com/openai/ab5cee1d-8807-4a8f-9f58-1855a04003b7/application,program_manager(2)
12a9208e-b1f9-405e-bce7-105370496d6c,19,19,19,Final score 19 (Heuristic score 19; AI match score 0 not applied (weight 0.0)); Top reasons: —; Missing required skills: —,0,15,CS_CORE,"Support Delivery Lead, EMEA - London",,,,,,0,,,https://jobs.ashbyhq.com/openai/12a9208e-b1f9-405e-bce7-105370496d6c/application,
9148a023-9b50-4b9c-87f0-5ef32fd6cec9,19,19,19,Final score 19 (Heuristic score 19; AI match score 0 not applied (weight 0.0)); Top reasons: —; Missing required skills: —,0,15,CS_CORE,"Support Delivery Lead, EMEA - Dublin",,,,,,0,,,https://jobs.ashbyhq.com/openai/9148a023-9b50-4b9c-87f0-5ef32fd6cec9/application,
ed35af5d-0bb2-457a-bbeb-ca04a1412d0e,19,19,19,Final score 19 (Heuristic score 19; AI match score 0 not applied (weight 0.0)); Top reasons: —; Missing required skills: —,0,15,CS_CORE,AI Adoption Manager - Tokyo,,,,,,0,fit:adoption,,https://jobs.ashbyhq.com/openai/ed35af5d-0bb2-457a-bbeb-ca04a1412d0e/application,
2c16575f-1a04-43af-bd0a-8e8f72e3255f,18,18,18,"Final score 18 (Heuristic score 18; AI match score 0 not applied (weight 0.0)); Top reasons: deployment_implementation(10), forward_deployed(5); Missing required skills: —",15,2,SOLUTIONS,"Technical Deployment Lead, Forward Deployed Engineering - London",,,,,,0,fit:deployment,,https://jobs.ashbyhq.com/openai/2c16575f-1a04-43af-bd0a-8e8f72e3255f/application,"deployment_implementation(10), forward_deployed(5)"
3a6275d3-5b3f-4101-9ca5-b92dcb3bbc46,18,18,18,"Final score 18 (Heuristic score 18; AI match score 0 not applied (weight 0.0)); Top reasons: deployment_implementation(10), forward_deployed(5); Missing required skills: —",15,2,SOLUTIONS,"Technical Deployment Lead, Forward Deployed Engineering - Tokyo",,,,,,0,fit:deployment,,https://jobs.ashbyhq.com/openai/3a6275d3-5b3f-4101-9ca5-b92dcb3bbc46/application,"deployment_implementation(10), forward_deployed(5)"
5bae5610-5533-4a7b-a8ec-c09f87413ad3,18,18,18,"Final score 18 (Heuristic score 18; AI match score 0 not applied (weight 0.0)); Top reasons: deployment_implementation(10), forward_deployed(5); Missing required skills: —",15,2,SOLUTIONS,"Technical Deployment Lead, Forward Deployed Engineering - Paris",,,,,,0,fit:deployment,,https://jobs.ashbyhq.com/openai/5bae5610-5533-4a7b-a8ec-c09f87413ad3/application,"deployment_implementation(10), forward_deployed(5)"
8ba38ba1-d89d-4ea2-b628-c00be58be2c7,18,18,18,"Final score 18 (Heuristic score 18; AI match score 0 not applied (weight 0.0)); Top reasons: deployment_implementation(10), forward_deployed(5); Missing required skills: —",15,2,SOLUTIONS,"Technical Deployment Lead, Forward Deployed Engineering - Dublin",,,,,,0,fit:deployment,,https://jobs.ashbyhq.com/openai/8ba38ba1-d89d-4ea2-b628-c00be58be2c7/application,"deployment_implementation(10), forward_deployed(5)"
bf176a07-6fed-4189-815c-963d26d0c170,18,18,18,"Final score 18 (Heuristic score 18; AI match score 0 not applied (weight 0.0)); Top reasons: deployment_implementation(10), forward_deployed(5); Missing required skills: —",15,2,SOLUTIONS,"Technical Deployment Lead, Forward Deployed Engineering - Munich",,,,,,0,fit:deployment,,https://jobs.ashbyhq.com/openai/bf176a07-6fed-4189-815c-963d26d0c170/application,"deployment_implementation(10), forward_deployed(5)"
504f12ff-95ce-4c5b-930d-cfd96ac88c80,14,14,14,"Final score 14 (Heuristic score 14; AI match score 0 not applied (weight 0.0)); Top reasons: deployment_implementation(5), program_manager(2); Missing required skills: —",7,5,CS_ADJACENT,"Technical Program Manager, Partnership Site Deployment - Stargate",,,,,,0,fit:deployment,,https://jobs.ashbyhq.com/openai/504f12ff-95ce-4c5b-930d-cfd96ac88c80/application,"deployment_implementation(5), program_manager(2)"
00207abc-49b7-465c-a219-f7c1140f8047,13,13,13,"Final score 13 (Heuristic score 13; AI match score 0 not applied (weight 0.0)); Top reasons: deployment_implementation(5), forward_deployed(5); Missing required skills: —",10,2,SOLUTIONS,Forward Deployed Software Engineer - SF,,,,,,0,,,https://jobs.ashbyhq.com/openai/00207abc-49b7-465c-a219-f7c1140f8047/application,"deployment_implementation(5), forward_deployed(5)"
05223b5a-5ff1-4fe7-9f97-4ef7fc68b8ef,13,13,13,"Final score 13 (Heuristic score 13; AI match score 0 not applied (weight 0.0)); Top reasons: deployment_implementation(5), forward_deployed(5); Missing required skills: —",10,2,SOLUTIONS,Forward Deployed Engineer - Munich,,,,,,0,,,https://jobs.ashbyhq.com/openai/05223b5a-5ff1-4fe7-9f97-4ef7fc68b8ef/application,"deployment_implementation(5), forward_deployed(5)"
07d62dc2-9bbc-4149-ba43-d4ab748a21f4,13,13,13,"Final score 13 (Heuristic score 13; AI match score 0 not applied (weight 0.0)); Top reasons: deployment_implementation(5), forward_deployed(5); Missing required skills: —",10,2,SOLUTIONS,Forward Deployed Software Engineer - Munich,,,,,,0,,,https://jobs.ashbyhq.com/openai/07d62dc2-9bbc-4149-ba43-d4ab748a21f4/application,"deployment_implementation(5), forward_deployed(5)"
13fc0b60-f322-4821-82c1-4327a725b563,13,13,13,Final score 13 (Heuristic score 13; AI match score 0 not applied (weight 0.0)); Top reasons: solutions_architect(6); Missing required skills: —,6,5,CS_ADJACENT,"Solutions Architect, Media Partnerships",,,,,,0,,,https://jobs.ashbyhq.com/openai/13fc0b60-f322-4821-82c1-4327a725b563/application,solutions_architect(6)
23568366-d9e6-4d18-80b8-5ae9e87c61e6,13,13,13,"Final score 13 (Heuristic score 13; AI match score 0 not applied (weight 0.0)); Top reasons: deployment_implementation(5), forward_deployed(5); Missing required skills: —",10,2,SOLUTIONS,Forward Deployed Engineer - Financial Services,,,,,,0,,,https://jobs.ashbyhq.com/openai/23568366-d9e6-4d18-80b8-5ae9e87c61e6/application,"deployment_implementation(5), forward_deployed(5)"
305a4b22-7ff9-4fa5-9229-c6a22c9aa64f,13,13,13,"Final score 13 (Heuristic score 13; AI match score 0 not applied (weight 0.0)); Top reasons: deployment_implementation(5), forward_deployed(5); Missing required skills: —",10,2,SOLUTIONS,Forward Deployed Engineer - SF,,,,,,0,,,https://jobs.ashbyhq.com/openai/305a4b22-7ff9-4fa5-9229-c6a22c9aa64f/application,"deployment_implementation(5), forward_deployed(5)"
3b3c7975-0fc2-433d-b82d-00dd2a135dcd,13,13,13,"Final score 13 (Heuristic score 13; AI match score 0 not applied (weight 0.0)); Top reasons: deployment_implementation(5), forward_deployed(5); Missing required skills: —",10,2,SOLUTIONS,"Manager, Forward Deployed Engineering - Tokyo",,,,,,0,,,https://jobs.ashbyhq.com/openai/3b3c7975-0fc2-433d-b82d-00dd2a135dcd/application,"deployment_implementation(5), forward_deployed(5)"
466f58eb-c43b-4642-85f1-febcc7fcfcc6,13,13,13,"Final score 13 (Heuristic score 13; AI match score 0 not applied (weight 0.0)); Top reasons: deployment_implementation(5), forward_deployed(5); Missing required skills: —",10,2,SOLUTIONS,Forward Deployed Engineer - Life Sciences - SF,,,,,,0,,,https://jobs.ashbyhq.com/openai/466f58eb-c43b-4642-85f1-febcc7fcfcc6/application,"deployment_implementation(5), forward_deployed(5)"
51b17595-3a70-43be-a333-3a3952303284,13,13,13,"Final score 13 (Heuristic score 13; AI match score 0 not applied (weight 0.0)); Top reasons: deployment_implementation(5), forward_deployed(5); Missing required skills: —",10,2,SOLUTIONS,Forward Deployed Engineer - Tokyo,,,,,,0,,,https://jobs.ashbyhq.com/openai/51b17595-3a70-43be-a333-3a3952303284/application,"deployment_implementation(5), forward_deployed(5)"
533c0fc9-b773-476d-9f96-a0528efbab0e,13,13,13,"Final score 13 (Heuristic score 13; AI match score 0 not applied (weight 0.0)); Top reasons: deployment_implementation(5), forward_deployed(5); Missing required skills: —",10,2,SOLUTIONS,Forward Deployed Software Engineer - NYC,,,,,,0,,,https://jobs.ashbyhq.com/openai/533c0fc9-b773-476d-9f96-a0528efbab0e/application,"deployment_implementation(5), forward_deployed(5)"
5491c82c-c9bb-474e-88fc-4bb14f3ad141,13,13,13,"Final score 13 (Heuristic score 13; AI match score 0 not applied (weight 0.0)); Top reasons: deployment_implementation(5), forward_deployed(5); Missing required skills: —",10,2,SOLUTIONS,"Manager, Forward Deployed Engineering - Singapore",,,,,,0,,,https://jobs.ashbyhq.com/openai/5491c82c-c9bb-474e-88fc-4bb14f3ad141/application,"deployment_implementation(5), forward_deployed(5)"
54b2072e-4c1c-40e4-b2dc-ec51d9d0ab60,13,13,13,"Final score 13 (Heuristic score 13; AI match score 0 not applied (weight 0.0)); Top reasons: deployment_implementation(5), forward_deployed(5); Missing required skills: —",10,2,SOLUTIONS,Forward Deployed Software Engineer - London,,,,,,0,,,https://jobs.ashbyhq.com/openai/54b2072e-4c1c-40e4-b2dc-ec51d9d0ab60/application,"deployment_implementation(5), forward_deployed(5)"
552396f4-dc83-43de-9230-6301e5f461bd,13,13,13,Final score 13 (Heuristic score 13; AI match score 0 not applied (weight 0.0)); Top reasons: solutions_architect(6); Missing required skills: —,6,5,CS_ADJACENT,Partner Solutions Architect,,,,,,0,,,https://jobs.ashbyhq.com/openai/552396f4-dc83-43de-9230-6301e5f461bd/application,solutions_architect(6)
5be2fe7d-0624-4a8d-b3db-3bfbfd4999e6,13,13,13,"Final score 13 (Heuristic score 13; AI match score 0 not applied (weight 0.0)); Top reasons: deployment_implementation(5), forward_deployed(5); Missing required skills: —",10,2,SOLUTIONS,Forward Deployed Engineer - Life Sciences - NYC,,,,,,0,,,https://jobs.ashbyhq.com/openai/5be2fe7d-0624-4a8d-b3db-3bfbfd4999e6/application,"deployment_implementation(5), forward_deployed(5)"
63003bd5-05c8-408a-8d5a-8f5deb16113f,13,13,13,"Final score 13 (Heuristic score 13; AI match score 0 not applied (weight 0.0)); Top reasons: deployment_implementation(5), forward_deployed(5); Missing required skills: —",10,2,SOLUTIONS,Forward Deployed Software Engineer - Dublin,,,,,,0,,,https://jobs.ashbyhq.com/openai/63003bd5-05c8-408a-8d5a-8f5deb16113f/application,"deployment_implementation(5), forward_deployed(5)"
