job_id,score,heuristic_score,final_score,explanation_summary,base_score,profile_delta,role_band,title,department,team,location,enrich_status,enrich_reason,jd_text_chars,fit_signals,risk_signals,apply_url,why_top3
335fb635-e985-42a2-bf81-b810a496cc26,49,49,49,"Final score 49 (Heuristic score 49; AI match score 0 not applied (weight 0.0)); Top reasons: pin_manager_ai_deployment(12), boost_relevant(10), deployment_implementation(5); Missing required skills: —",15,26,CS_CORE,"Manager, AI Deployment Engineering",,,San Francisco,,,0,fit:deployment,,https://jobs.ashbyhq.com/openai/335fb635-e985-42a2-bf81-b810a496cc26/application,"pin_manager_ai_deployment(12), boost_relevant(10), deployment_implementation(5)"
17c00d62-b7a0-44fc-83d7-441ed455341c,35,35,35,"Final score 35 (Heuristic score 35; AI match score 0 not applied (weight 0.0)); Top reasons: boost_relevant(10), deployment_implementation(5); Missing required skills: —",15,14,CS_CORE,AI Deployment Manager - San Francisco,,,San Francisco,,,0,fit:deployment,,https://jobs.ashbyhq.com/openai/17c00d62-b7a0-44fc-83d7-441ed455341c/application,"boost_relevant(10), deployment_implementation(5)"
2ffac382-aade-4baf-bc4b-5a73596fc01f,35,35,35,"Final score 35 (Heuristic score 35; AI match score 0 not applied (weight 0.0)); Top reasons: boost_relevant(10), deployment_implementation(5); Missing required skills: —",15,14,CS_CORE,AI Deployment Engineer- Startups,,,New York City,,,0,fit:deployment,,https://jobs.ashbyhq.com/openai/2ffac382-aade-4baf-bc4b-5a73596fc01f/application,"boost_relevant(10), deployment_implementation(5)"
5f32268d-f696-4fd7-8980-e692b7d250e9,35,35,35,"Final score 35 (Heuristic score 35; AI match score 0 not applied (weight 0.0)); Top reasons: boost_relevant(10), deployment_implementation(5); Missing required skills: —",15,14,CS_CORE,AI Deployment Manager - NYC,,,New York City,,,0,fit:deployment,,https://jobs.ashbyhq.com/openai/5f32268d-f696-4fd7-8980-e692b7d250e9/application,"boost_relevant(10), deployment_implementation(5)"
5ff04cd6-dca2-4901-acc2-1e0c46fa5bdc,35,35,35,"Final score 35 (Heuristic score 35; AI match score 0 not applied (weight 0.0)); Top reasons: boost_relevant(10), deployment_implementation(5); Missing required skills: —",15,14,CS_CORE,AI Deployment Manager - US Remote,,,Remote - US,,,0,fit:deployment,,https://jobs.ashbyhq.com/openai/5ff04cd6-dca2-4901-acc2-1e0c46fa5bdc/application,"boost_relevant(10), deployment_implementation(5)"
64d91220-82f2-4d67-9cf0-4e0ba4458177,35,35,35,"Final score 35 (Heuristic score 35; AI match score 0 not applied (weight 0.0)); Top reasons: boost_relevant(10), deployment_implementation(5); Missing required skills: —",15,14,CS_CORE,AI Deployment Engineer- Media Partnerships,,,New York City,,,0,fit:deployment,,https://jobs.ashbyhq.com/openai/64d91220-82f2-4d67-9cf0-4e0ba4458177/application,"boost_relevant(10), deployment_implementation(5)"
756ab907-c4e4-4b14-be9c-e95108afbfe1,35,35,35,"Final score 35 (Heuristic score 35; AI match score 0 not applied (weight 0.0)); Top reasons: boost_relevant(10), deployment_implementation(5); Missing required skills: —",15,14,CS_CORE,AI Deployment Engineer- ChatGPT Ecosystem,,,Remote - US,,,0,fit:deployment,,https://jobs.ashbyhq.com/openai/756ab907-c4e4-4b14-be9c-e95108afbfe1/application,"boost_relevant(10), deployment_implementation(5)"
27c0aa9e-063d-4c68-b09e-3cb5cb117dee,31,31,31,"Final score 31 (Heuristic score 31; AI match score 0 not applied (weight 0.0)); Top reasons: pin_manager_ai_deployment(12), deployment_implementation(5), penalty_irrelevant(-5); Missing required skills: —",0,26,CS_CORE,"Manager, AI Deployment Engineering, Tokyo",,,"Tokyo, Japan",,,0,fit:deployment,,https://jobs.ashbyhq.com/openai/27c0aa9e-063d-4c68-b09e-3cb5cb117dee/application,"pin_manager_ai_deployment(12), deployment_implementation(5), penalty_irrelevant(-5)"
774acf70-7368-44f7-bf34-b09371d2e649,31,31,31,"Final score 31 (Heuristic score 31; AI match score 0 not applied (weight 0.0)); Top reasons: pin_manager_ai_deployment(12), deployment_implementation(5), penalty_irrelevant(-5); Missing required skills: —",0,26,CS_CORE,"Manager, AI Deployment Engineering (Southeast Asia)",,,Singapore,,,0,fit:deployment,,https://jobs.ashbyhq.com/openai/774acf70-7368-44f7-bf34-b09371d2e649/application,"pin_manager_ai_deployment(12), deployment_implementation(5), penalty_irrelevant(-5)"
14318bce-c98e-4c59-a6a5-5af340758615,29,29,29,"Final score 29 (Heuristic score 29; AI match score 0 not applied (weight 0.0)); Top reasons: deployment_implementation(5), boost_maybe(5); Missing required skills: —",10,14,CS_CORE,AI Deployment Engineer,,,"Seoul, South Korea",,,0,fit:deployment,,https://jobs.ashbyhq.com/openai/14318bce-c98e-4c59-a6a5-5af340758615/application,"deployment_implementation(5), boost_maybe(5)"
20b4f90b-34b7-4a9d-9749-aedc7fd2f850,29,29,29,"Final score 29 (Heuristic score 29; AI match score 0 not applied (weight 0.0)); Top reasons: deployment_implementation(5), boost_maybe(5); Missing required skills: —",10,14,CS_CORE,"Partner AI Deployment Engineer, Global Advisory Alliances",,,"Munich, Germany",,,0,fit:deployment,,https://jobs.ashbyhq.com/openai/20b4f90b-34b7-4a9d-9749-aedc7fd2f850/application,"deployment_implementation(5), boost_maybe(5)"
22a33c16-1a6b-40a0-b115-9c7e6d24f162,29,29,29,"Final score 29 (Heuristic score 29; AI match score 0 not applied (weight 0.0)); Top reasons: deployment_implementation(5), boost_maybe(5); Missing required skills: —",10,14,CS_CORE,"AI Deployment Engineer, Gov",,,"Washington, DC",,,0,fit:deployment,,https://jobs.ashbyhq.com/openai/22a33c16-1a6b-40a0-b115-9c7e6d24f162/application,"deployment_implementation(5), boost_maybe(5)"
9fbed443-a7de-4d84-a459-0b65f0eec284,29,29,29,"Final score 29 (Heuristic score 29; AI match score 0 not applied (weight 0.0)); Top reasons: deployment_implementation(5), boost_maybe(5); Missing required skills: —",10,14,CS_CORE,Partner AI Deployment Engineer,,,San Francisco,,,0,fit:deployment,,https://jobs.ashbyhq.com/openai/9fbed443-a7de-4d84-a459-0b65f0eec284/application,"deployment_implementation(5), boost_maybe(5)"
b1d37c9e-1308-4957-851c-808703a63ddf,29,29,29,"Final score 29 (Heuristic score 29; AI match score 0 not applied (weight 0.0)); Top reasons: deployment_implementation(5), boost_maybe(5); Missing required skills: —",10,14,CS_CORE,AI Deployment Engineer- Codex,,,San Francisco,,,0,fit:deployment,,https://jobs.ashbyhq.com/openai/b1d37c9e-1308-4957-851c-808703a63ddf/application,"deployment_implementation(5), boost_maybe(5)"
c33798b9-4cf0-422c-906e-946d7b974501,29,29,29,"Final score 29 (Heuristic score 29; AI match score 0 not applied (weight 0.0)); Top reasons: deployment_implementation(5), boost_maybe(5); Missing required skills: —",10,14,CS_CORE,AI Deployment Engineer,,,San Francisco,,,0,fit:deployment,,https://jobs.ashbyhq.com/openai/c33798b9-4cf0-422c-906e-946d7b974501/application,"deployment_implementation(5), boost_maybe(5)"
c39d687e-fe0b-44d9-ab8d-07d7b0a281da,29,29,29,"Final score 29 (Heuristic score 29; AI match score 0 not applied (weight 0.0)); Top reasons: deployment_implementation(5), boost_maybe(5); Missing required skills: —",10,14,CS_CORE,AI Deployment Engineer | Codex,,,"Munich, Germany",,,0,fit:deployment,,https://jobs.ashbyhq.com/openai/c39d687e-fe0b-44d9-ab8d-07d7b0a281da/application,"deployment_implementation(5), boost_maybe(5)"
d09ec0bf-32db-4672-b862-72dcc55b7c2c,29,29,29,"Final score 29 (Heuristic score 29; AI match score 0 not applied (weight 0.0)); Top reasons: deployment_implementation(5), boost_maybe(5); Missing required skills: —",10,14,CS_CORE,AI Deployment Engineer,,,"Munich, Germany",,,0,fit:deployment,,https://jobs.ashbyhq.com/openai/d09ec0bf-32db-4672-b862-72dcc55b7c2c/application,"deployment_implementation(5), boost_maybe(5)"
d37480b6-f78a-4d1a-aacd-c1c2054fbade,29,29,29,Final score 29 (Heuristic score 29; AI match score 0 not applied (weight 0.0)); Top reasons: boost_relevant(10); Missing required skills: —,10,14,CS_CORE,"AI Adoption, Content & Community Manager, OpenAI for Government",,,"Washington, DC",,,0,fit:adoption,,https://jobs.ashbyhq.com/openai/d37480b6-f78a-4d1a-aacd-c1c2054fbade/application,boost_relevant(10)
1ac7c940-004a-4ac4-a633-a3179b0976f0,24,24,24,"Final score 24 (Heuristic score 24; AI match score 0 not applied (weight 0.0)); Top reasons: boost_relevant(10), deployment_implementation(5), forward_deployed(3); Missing required skills: —",18,5,SOLUTIONS,"Platform Engineer, Forward Deployed Engineering (FDE) - NYC",,,New York City,,,0,,,https://jobs.ashbyhq.com/openai/1ac7c940-004a-4ac4-a633-a3179b0976f0/application,"boost_relevant(10), deployment_implementation(5), forward_deployed(3)"
33ccc5a9-b703-41ae-925a-affcaaad5809,24,24,24,"Final score 24 (Heuristic score 24; AI match score 0 not applied (weight 0.0)); Top reasons: boost_relevant(10), deployment_implementation(5), forward_deployed(3); Missing required skills: —",18,5,SOLUTIONS,Forward Deployed Software Engineer - NYC,,,New York City,,,0,,,https://jobs.ashbyhq.com/openai/33ccc5a9-b703-41ae-925a-affcaaad5809/application,"boost_relevant(10), deployment_implementation(5), forward_deployed(3)"
67234c86-b8fc-41f3-b937-ff5a4dc335f4,24,24,24,"Final score 24 (Heuristic score 24; AI match score 0 not applied (weight 0.0)); Top reasons: boost_relevant(10), deployment_implementation(5), forward_deployed(3); Missing required skills: —",18,5,SOLUTIONS,"Manager, Forward Deployed Engineer (FDE), Life Sciences",,,San Francisco,,,0,,,https://jobs.ashbyhq.com/openai/67234c86-b8fc-41f3-b937-ff5a4dc335f4/application,"boost_relevant(10), deployment_implementation(5), forward_deployed(3)"
a80b8e0c-baf8-4fda-b328-6caaca8199fc,24,24,24,"Final score 24 (Heuristic score 24; AI match score 0 not applied (weight 0.0)); Top reasons: boost_relevant(10), deployment_implementation(5), forward_deployed(3); Missing required skills: —",18,5,SOLUTIONS,"Manager, Forward Deployed Engineering",,,San Francisco,,,0,,,https://jobs.ashbyhq.com/openai/a80b8e0c-baf8-4fda-b328-6caaca8199fc/application,"boost_relevant(10), deployment_implementation(5), forward_deployed(3)"
